client_id,latency_ms,memory_spike_mb
0,1995.276689529419,2.875
2,1957.2381973266602,0
3,2007.5538158416748,3.13671875
4,2029.3848514556885,2.671875
1,2042.2675609588623,0
0,2097.4340438842773,3.11328125
2,2120.5999851226807,2.81640625
3,2239.0706539154053,0
1,2271.700143814087,2.71484375
4,2288.217544555664,2.37890625
0,2209.282875061035,2.3984375
2,2233.8085174560547,2.453125
3,563.4746551513672,9.0546875
1,2017.146110534668,2.6796875
4,2068.8555240631104,2.66796875
0,2069.7927474975586,2.3984375
2,2118.2756423950195,2.8125
3,1896.6472148895264,0
1,2022.4125385284424,2.37109375
4,2040.5948162078857,2.375
0,2024.1036415100098,1.9921875
2,1941.5318965911865,0.453125
3,1952.1620273590088,1.95703125
1,2006.2415599822998,2.9453125
4,1976.7155647277832,2.33984375
2,1970.304250717163,1.96484375
0,2036.207675933838,3.1015625
3,1962.808609008789,3.13671875
1,1973.914623260498,2.7421875
4,2047.6467609405518,2.73046875
2,2033.562183380127,2.80859375
0,2094.2063331604004,1.98828125
3,2110.0852489471436,2.39453125
1,2068.089246749878,2.39453125
4,2040.9190654754639,2.05859375
2,2050.7378578186035,1.98046875
0,2032.6530933380127,2.76953125
3,1939.8269653320312,1.9609375
2,1504.8160552978516,2.17578125
1,2177.858829498291,2.375
4,2137.1171474456787,0.29296875
0,2154.255151748657,2.73046875
3,2097.9127883911133,3.1328125
1,1010.1368427276611,2.5703125
2,2163.243293762207,4.3203125
4,2179.1346073150635,2.375
0,2148.7579345703125,2.3984375
3,2098.442792892456,2.0234375
1,2028.3527374267578,2.4375
2,2049.0400791168213,3.4140625
4,2074.730157852173,0
3,2120.78857421875,0
0,2181.041479110718,2.15625
1,2023.7600803375244,2.046875
2,2074.2101669311523,2.40234375
4,2099.56693649292,2.0625
3,2189.2669200897217,3.13671875
0,2169.490098953247,3.15625
1,2137.0105743408203,2.75
2,2109.16805267334,2.80859375
4,2141.7808532714844,2.73046875
0,2158.9748859405518,2.1484375
3,2175.9285926818848,2.39453125
1,2140.071392059326,2.94921875
2,2124.495506286621,1.921875
4,2141.022205352783,2.05859375
3,2087.141990661621,0
0,2199.2099285125732,2.828125
1,1995.4431056976318,0
2,1864.8509979248047,2.01171875
4,1499.2763996124268,0.3203125
0,1265.7761573791504,2.75390625
2,2137.5856399536133,2.4765625
3,2186.866521835327,1.95703125
1,2218.7893390655518,4.75390625
4,2127.6607513427734,3.56640625
0,2165.5592918395996,3.359375
3,2119.2004680633545,2.75390625
2,2181.389808654785,3.3671875
1,2165.0445461273193,3.41015625
0,2127.4564266204834,2.75
4,2190.197467803955,2.3828125
3,2069.0977573394775,0.80078125
2,2082.2904109954834,3.27734375
0,2085.9479904174805,2.3359375
1,2117.744207382202,2.8125
4,2111.96231842041,1.9609375
3,2090.77525138855,2.0
2,2149.3589878082275,2.375
0,2153.627872467041,2.73828125
1,2158.5488319396973,2.44921875
4,2150.8052349090576,3.1328125
3,2171.252965927124,2.09375
2,2268.2971954345703,0
1,2223.6080169677734,2.87109375
0,2291.4042472839355,2.39453125
4,2235.635995864868,1.95703125
3,2477.430582046509,2.34765625
1,2468.8146114349365,4.2578125
0,2442.539930343628,2.3671875
4,2510.167121887207,2.859375
2,2589.566946029663,2.64453125
3,1993.8478469848633,2.05859375
0,2047.5575923919678,2.359375
1,2051.5472888946533,3.35546875
4,2070.7719326019287,2.7578125
2,2042.8931713104248,2.6953125
3,2042.9396629333496,2.73046875
0,2050.2336025238037,2.703125
4,1981.6980361938477,3.1328125
1,2080.0254344940186,1.8359375
2,2082.853078842163,2.375
3,2067.035913467407,1.98828125
0,2122.175693511963,3.859375
4,2135.188579559326,1.9609375
2,2048.6528873443604,2.65234375
1,2162.2836589813232,3.41796875
3,1897.6404666900635,3.14453125
4,1991.7092323303223,0.0078125
2,1976.806640625,2.69140625
0,2067.3694610595703,3.296875
1,2011.8279457092285,0
1,933.7408542633057,2.17578125
3,1959.4523906707764,2.8515625
4,1963.3064270019531,2.70703125
2,1976.989507675171,0
0,2001.2831687927246,2.33984375
1,1951.9124031066895,2.31640625
3,2020.3857421875,0
4,1976.292610168457,0.39453125
0,1990.0028705596924,2.73828125
2,2064.2549991607666,2.375
1,1979.6242713928223,3.1796875
3,1969.1846370697021,1.98046875
4,2001.450538635254,0
